id_client,culture,hectar,parcelas,rating,score,endividamento_curto,endividamento_medio,endividamento_longo,inadimplencia,amount
10229,Feijão,16,10,D,393,6673,33,79198,1,98400
10230,Trigo,21,6,A,717,2839,42581,54352,1,116424
10231,Milho,47,18,C,322,12269,32258,5689,0,508728
10232,Soja,11,6,D,340,12246,38391,98537,0,50875
10233,Milho,20,18,C,696,12896,23436,18183,1,216480
10234,Arroz,14,18,B,303,13592,26917,94618,1,140924
10235,Feijão,44,18,A,482,2363,23037,14854,0,270600
10236,Feijão,18,6,D,519,17297,5337,3139,0,110700
10237,Trigo,14,8,C,587,6783,33457,2476,0,77616
10238,Milho,3,12,B,397,19829,766,96591,1,32472
10239,Trigo,4,12,D,350,11060,1718,36962,1,22176
10240,Feijão,10,8,C,754,8274,7386,44296,0,61500
10241,Trigo,14,18,A,839,10606,18292,79863,0,77616
10242,Milho,20,8,C,488,19075,26773,44363,0,216480
10243,Trigo,43,18,D,507,17136,1032,14377,0,238392
10244,Trigo,11,10,B,792,18206,31157,3656,0,60984
10245,Arroz,15,24,C,838,14800,19808,38346,0,150990
10246,Arroz,48,18,C,466,10356,22719,29008,0,483168
10247,Trigo,3,8,D,422,14594,37478,66811,1,16632
10248,Soja,16,18,A,383,17015,45031,37729,1,74000
10249,Feijão,2,12,D,724,19272,1365,5724,0,12300
10250,Trigo,22,10,B,416,6496,22528,74107,0,121968
10251,Feijão,32,18,B,804,6068,30522,5690,0,196800
10252,Trigo,4,10,A,526,12261,21864,82546,1,22176
10253,Soja,50,10,A,605,6697,49211,11133,0,231250
10254,Arroz,27,8,D,762,3216,14519,89157,1,271782
10255,Soja,15,6,A,381,1975,22719,1436,0,69375
10256,Milho,36,24,A,399,9058,14112,16903,1,389664
10257,Trigo,50,10,C,597,6143,9345,667,1,277200
10258,Arroz,45,6,D,306,6787,25001,43707,1,452970
10259,Milho,16,10,A,575,9883,48604,84639,1,173184
10260,Arroz,20,6,C,806,9900,407,27182,0,201320
10261,Milho,41,6,B,484,1413,1608,53320,1,443784
10262,Feijão,39,18,A,752,13519,6082,14048,0,239850
10263,Trigo,41,24,B,310,3389,20103,62776,0,227304
10264,Arroz,29,8,C,720,6821,43846,47916,1,291914
10265,Trigo,2,24,B,411,9661,2436,58139,1,11088
10266,Trigo,16,6,D,513,2104,44190,39954,0,88704
10267,Milho,7,10,A,664,135,12611,47550,1,75768
10268,Milho,26,8,A,580,11954,41899,66561,0,281424
10269,Milho,37,24,C,630,1394,17164,19317,0,400488
10270,Trigo,45,6,B,406,840,44377,44516,1,249480
10271,Soja,36,12,A,687,96,27649,93880,1,166500
10272,Arroz,7,8,C,328,2128,41017,96283,0,70462
10273,Milho,15,8,B,359,6614,3919,82841,0,162360
10274,Trigo,13,8,D,374,17143,28246,53844,1,72072
10275,Soja,39,12,A,571,12871,23965,48075,0,180375
10276,Feijão,36,6,B,808,6858,39821,98358,0,221400
10277,Trigo,23,8,A,347,5374,786,13679,0,127512
10278,Milho,41,10,B,794,11977,4034,28749,0,443784
10279,Arroz,43,6,A,474,5943,23894,91670,1,432838
10280,Milho,26,10,A,715,12388,44782,87883,0,281424
10281,Trigo,35,10,A,436,19592,39553,33567,0,194040
10282,Soja,23,12,C,407,6212,22764,35242,0,106375
10283,Trigo,18,18,D,565,8254,47849,9628,0,99792
10284,Arroz,41,6,A,444,12193,20877,92312,1,412706
10285,Feijão,33,8,C,532,1001,16845,3687,0,202950
10286,Feijão,30,24,B,413,1905,30630,4270,1,184500
10287,Arroz,39,24,D,788,4383,22301,93808,0,392574
10288,Soja,23,8,B,771,3164,41608,96946,0,106375
10289,Trigo,12,6,C,467,19693,21781,39615,0,66528
10290,Soja,46,24,C,629,16057,3845,37633,0,212750
10291,Arroz,12,12,D,533,4853,49588,59699,1,120792
10292,Trigo,36,24,D,717,11265,32422,19577,1,199584
10293,Milho,21,12,A,357,14939,2040,90040,1,227304
10294,Arroz,36,10,B,673,2530,2486,83774,0,362376
10295,Trigo,28,10,A,662,4713,42183,33178,0,155232
10296,Trigo,8,6,C,674,5487,37375,87319,0,44352
10297,Soja,15,10,B,585,17104,32183,11029,1,69375
10298,Feijão,39,10,B,331,12181,41392,57544,1,239850
10299,Feijão,24,6,D,380,8523,26458,79016,1,147600
10300,Trigo,7,18,A,393,4315,10387,44311,0,38808
10301,Feijão,22,18,C,515,8077,9298,95543,0,135300
10302,Soja,42,18,A,438,16313,16400,73532,0,194250
10303,Milho,37,12,D,643,9739,18272,58111,0,400488
10304,Milho,49,6,B,719,12495,31886,30630,0,530376
10305,Feijão,7,8,B,413,2855,45546,94317,0,43050
10306,Soja,38,18,B,846,17229,11781,59872,0,175750
10307,Trigo,19,8,B,640,12198,22399,68666,0,105336
10308,Soja,30,10,C,418,11363,8794,44448,0,138750
10309,Milho,2,10,C,653,18582,23530,27353,1,21648
10310,Arroz,31,24,D,487,14784,19708,52887,0,312046
10311,Milho,28,18,B,502,9655,36337,74575,0,303072
10312,Milho,9,8,C,824,7339,24305,21176,1,97416
10313,Arroz,26,6,A,778,1005,48692,1188,0,261716
10314,Arroz,45,8,C,848,10927,30529,67328,0,452970
10315,Soja,38,12,D,450,2557,22014,85017,0,175750
10316,Feijão,25,8,A,499,13235,5592,97909,0,153750
10317,Trigo,44,18,C,658,19287,3970,58392,1,243936
10318,Arroz,11,24,D,419,3656,48475,96078,1,110726
10319,Arroz,9,24,A,363,2363,2611,66683,0,90594
10320,Soja,14,24,D,771,2138,35663,44031,1,64750
10321,Milho,29,18,D,565,16556,4813,37584,1,313896
10322,Milho,45,6,D,479,4914,41914,97392,1,487080
10323,Milho,13,6,D,307,10394,15122,5877,0,140712
10324,Arroz,38,8,C,797,17414,33584,84935,1,382508
10325,Soja,40,6,B,418,15073,9153,5875,0,185000
10326,Soja,14,8,B,607,8884,38559,2105,1,64750
10327,Trigo,37,10,A,837,8996,20617,89208,0,205128
10328,Arroz,26,18,D,424,4165,10353,20988,0,261716
10329,Milho,8,10,B,516,11076,40596,51088,1,86592
10330,Arroz,16,18,A,349,19741,5589,59840,0,161056
10331,Soja,12,8,D,606,14517,35362,95320,1,55500
10332,Milho,50,6,B,653,7164,44746,4051,1,541200
10333,Soja,20,8,A,558,5954,11506,51547,0,92500
10334,Milho,25,18,A,356,13324,17372,50283,1,270600
10335,Arroz,33,8,C,307,10472,15023,42144,0,332178
10336,Milho,12,12,B,784,12940,45187,87982,0,129888
10337,Arroz,47,6,D,831,15254,29907,85586,1,473102
10338,Arroz,26,6,A,801,373,49510,7750,1,261716
10339,Feijão,42,8,D,685,7662,12883,17225,0,258300
10340,Milho,24,24,A,499,7429,9862,25651,0,259776
10341,Feijão,24,6,B,780,6214,16111,30462,0,147600
10342,Trigo,15,24,D,819,12645,48435,81018,1,83160
10343,Soja,45,12,A,575,19613,31511,93892,1,208125
10344,Arroz,40,12,A,585,9759,36186,7930,0,402640
10345,Arroz,2,12,A,762,10599,12988,40966,1,20132
10346,Milho,35,12,D,410,10459,42467,63714,1,378840
10347,Soja,5,6,D,612,16462,23379,79714,0,23125
10348,Trigo,40,18,D,377,6597,42747,34099,0,221760
10349,Arroz,33,12,A,661,8163,44969,48400,0,332178
10350,Trigo,34,18,C,369,14530,508,74223,1,188496
10351,Milho,10,6,A,705,12500,44517,86210,1,108240
10352,Arroz,31,10,B,524,11894,49381,73812,1,312046
10353,Soja,16,12,C,736,8680,15046,99545,0,74000
10354,Milho,20,8,D,807,1972,14459,70980,0,216480
10355,Milho,18,6,C,748,6683,22413,97211,0,194832
10356,Trigo,21,12,B,663,14148,6505,20426,1,116424
10357,Feijão,40,24,B,451,6474,15830,98906,0,246000
10358,Soja,49,10,D,657,19928,18491,75900,0,226625
10359,Soja,23,6,D,341,2672,17107,50203,1,106375
10360,Soja,12,10,A,680,975,48373,41271,1,55500
10361,Milho,32,10,B,307,10192,10851,68700,0,346368
10362,Feijão,29,18,A,639,13453,46118,98068,1,178350
10363,Feijão,19,12,C,750,4055,39559,99873,0,116850
10364,Trigo,23,12,B,807,16935,42170,52095,0,127512
10365,Soja,40,6,B,723,5983,25857,84186,1,185000
10366,Trigo,5,18,B,697,19404,11198,32773,1,27720
10367,Trigo,29,8,A,747,6831,44859,56700,1,160776
10368,Feijão,8,10,D,769,16662,516,77563,0,49200
10369,Arroz,38,8,A,726,8900,12622,60947,0,382508
10370,Milho,41,8,D,337,18539,19271,1790,1,443784
10371,Feijão,12,10,C,490,6850,2035,8866,1,73800
10372,Feijão,3,10,D,520,9107,16236,78716,0,18450
10373,Arroz,27,18,D,831,3546,21502,28295,0,271782
10374,Soja,44,18,A,518,15359,25063,78222,1,203500
10375,Trigo,7,18,D,683,15555,25513,74886,0,38808
10376,Feijão,13,12,B,585,6964,27061,8043,1,79950
10377,Trigo,42,18,B,626,9929,1819,18311,1,232848
10378,Milho,47,8,A,724,8477,2072,112,1,508728
10379,Arroz,11,12,B,741,10594,13708,21807,0,110726
10380,Milho,24,10,D,798,16964,16351,46545,0,259776
10381,Arroz,30,6,C,772,11526,2895,21640,0,301980
10382,Feijão,5,12,A,664,8041,29462,88646,0,30750
10383,Milho,19,18,D,343,3928,41190,50135,1,205656
10384,Feijão,36,8,A,678,13241,28236,84148,0,221400
10385,Milho,20,12,C,438,1896,10208,86315,0,216480
10386,Soja,20,8,A,716,12165,39759,36465,1,92500
10387,Trigo,19,12,A,694,3261,16702,34690,1,105336
10388,Trigo,26,24,D,649,14440,32283,19243,0,144144
10389,Trigo,29,12,A,520,4491,44145,59971,1,160776
10390,Feijão,32,18,A,424,1480,25079,44824,0,196800
10391,Feijão,29,24,D,679,12180,23257,22894,1,178350
10392,Arroz,27,10,D,758,16235,10819,84603,1,271782
10393,Soja,22,18,C,377,2468,20746,52843,0,101750
10394,Milho,3,6,A,567,14787,11371,32113,1,32472
10395,Arroz,12,12,B,816,3426,13710,48032,1,120792
10396,Soja,17,18,C,367,6433,35731,28706,0,78625
10397,Milho,42,8,B,616,10147,671,25146,0,454608
10398,Feijão,42,8,D,702,16563,22644,58008,0,258300
10399,Arroz,6,24,D,831,9359,23911,46389,0,60396
10400,Feijão,47,24,C,368,5000,7162,48805,0,289050
10401,Soja,30,10,B,423,3333,46637,8117,0,138750
10402,Soja,10,18,A,685,16884,8955,63381,1,46250
10403,Milho,29,12,A,521,9222,7019,91078,1,313896
10404,Milho,30,24,A,404,9982,24494,4278,1,324720
10405,Arroz,32,12,C,789,17166,2946,27800,0,322112
10406,Trigo,2,12,D,848,17584,22335,86766,1,11088
10407,Soja,33,6,B,759,7451,24813,42170,1,152625
10408,Trigo,18,6,A,579,7233,10268,15593,0,99792
10409,Trigo,4,6,C,514,17173,18174,22019,1,22176
10410,Feijão,32,18,C,310,7161,21076,96552,0,196800
10411,Arroz,26,24,A,322,6757,35945,43477,0,261716
10412,Trigo,36,12,D,768,11954,44188,87750,0,199584
10413,Milho,10,8,C,849,7573,30025,71183,1,108240
10414,Feijão,24,6,A,839,19065,22420,606,0,147600
10415,Soja,50,12,A,657,5593,10280,52596,1,231250
10416,Trigo,38,24,D,549,5314,19881,37519,0,210672
10417,Soja,39,10,C,505,11874,16583,61621,1,180375
10418,Arroz,1,8,A,320,4243,1431,52912,0,10066
10419,Feijão,47,6,A,727,2884,36917,41820,1,289050
10420,Feijão,44,18,C,719,8860,9830,53628,1,270600
10421,Trigo,47,24,C,439,9931,1477,1044,0,260568
10422,Soja,34,10,B,746,16568,4458,49504,1,157250
10423,Feijão,35,10,B,668,1561,43119,21092,0,215250
10424,Arroz,46,8,A,729,11032,17660,44512,0,463036
10425,Trigo,48,24,C,623,11051,20889,71562,0,266112
10426,Milho,27,24,C,319,12681,8836,18204,1,292248
10427,Soja,20,18,B,734,6820,21095,95926,1,92500
10428,Milho,24,24,A,544,5765,17994,25207,0,259776
10429,Trigo,26,24,A,452,12708,23484,85036,1,144144
10430,Soja,2,8,A,473,19795,13914,71647,1,9250
10431,Milho,47,8,C,538,447,44167,62169,0,508728
10432,Feijão,30,18,D,328,13092,22201,62707,1,184500
10433,Trigo,46,6,D,666,4676,23235,21502,1,255024
10434,Feijão,15,12,C,415,18423,38279,47752,1,92250
10435,Feijão,2,8,D,827,12538,43709,44726,0,12300
10436,Arroz,40,10,B,377,12772,44148,69528,0,402640
10437,Trigo,48,12,A,647,16441,47125,56603,0,266112
10438,Trigo,21,12,A,471,2535,23664,77041,0,116424
10439,Arroz,50,8,D,651,15753,12467,71357,0,503300
10440,Soja,29,8,C,616,9043,17659,25307,0,134125
10441,Soja,2,8,C,318,9139,29710,86764,0,9250
10442,Feijão,17,6,B,672,4131,36528,72433,0,104550
10443,Trigo,2,10,B,679,11401,4642,81844,0,11088
10444,Feijão,28,24,A,553,5196,36379,79623,0,172200
10445,Feijão,27,24,A,644,17826,9037,54831,1,166050
10446,Trigo,28,24,A,651,21,49109,62205,1,155232
10447,Soja,37,10,D,845,7920,12293,94982,0,171125
10448,Milho,18,12,A,657,7877,46254,56148,0,194832
10449,Feijão,14,8,D,395,14256,24817,53502,1,86100
10450,Trigo,40,18,D,661,8976,24764,78374,0,221760
10451,Milho,27,12,A,654,16223,8652,52587,0,292248
10452,Arroz,46,8,A,444,7719,22652,48975,0,463036
10453,Feijão,19,6,A,684,7580,26433,23366,0,116850
10454,Milho,11,12,C,401,18431,89,95454,1,119064
10455,Feijão,14,12,D,617,8229,40775,85314,1,86100
10456,Arroz,11,12,D,749,17505,14258,2946,0,110726
10457,Feijão,8,12,C,765,15566,26861,54735,0,49200
10458,Feijão,10,8,D,358,14481,14637,44245,0,61500
10459,Milho,39,6,A,417,3945,44471,67851,1,422136
10460,Milho,41,10,D,709,1504,17873,44707,1,443784
10461,Feijão,32,8,B,522,10016,11165,50584,1,196800
10462,Feijão,44,24,B,450,15448,10434,99590,1,270600
10463,Soja,40,8,A,707,10339,5775,49135,1,185000
10464,Milho,24,24,A,546,8583,803,15563,1,259776
10465,Trigo,10,10,D,312,13693,44909,49450,1,55440
10466,Trigo,1,24,B,404,12429,31193,25355,0,5544
10467,Feijão,42,24,A,607,5145,34305,44427,1,258300
10468,Trigo,27,6,C,748,19155,21705,78201,1,149688
10469,Trigo,26,24,A,692,8067,12284,4735,0,144144
10470,Feijão,25,6,C,331,18268,37926,36432,1,153750
10471,Trigo,10,24,A,313,9047,2857,90446,0,55440
10472,Milho,47,6,C,721,6200,29523,68371,0,508728
10473,Trigo,46,6,D,543,12283,17122,60447,1,255024
10474,Trigo,7,18,C,776,17472,46411,18404,1,38808
10475,Milho,28,18,D,587,13986,22248,44566,0,303072
10476,Milho,28,8,D,748,4366,29709,12332,1,303072
10477,Trigo,39,6,B,422,733,23110,95590,0,216216
10478,Arroz,33,24,B,313,6332,27866,65802,1,332178
10479,Arroz,31,12,A,624,11577,5949,15154,0,312046
10480,Soja,18,12,A,483,2723,33644,54183,1,83250
10481,Soja,23,18,D,782,11799,38737,24722,0,106375
10482,Soja,2,8,C,706,10599,20468,85381,0,9250
10483,Milho,38,6,B,512,3392,4485,34036,0,411312
10484,Feijão,44,6,C,645,16967,26825,46365,1,270600
10485,Arroz,25,12,C,444,17795,24967,21183,1,251650
10486,Arroz,18,18,A,775,8668,29372,88538,1,181188
10487,Soja,3,18,C,468,14848,10839,89135,1,13875
10488,Milho,49,12,B,300,7672,24422,36035,0,530376
10489,Trigo,27,18,C,637,3634,40885,87301,1,149688
10490,Feijão,42,6,C,310,2945,45622,73108,1,258300
10491,Feijão,41,18,B,449,19194,48184,98697,1,252150
10492,Feijão,15,12,D,565,5624,5915,87836,0,92250
10493,Trigo,39,6,B,335,6923,7726,24789,1,216216
10494,Feijão,49,8,D,801,18604,43360,53338,1,301350
10495,Milho,40,8,B,788,4098,31154,37696,1,432960
10496,Milho,29,6,C,500,6157,46616,83687,0,313896
10497,Feijão,8,6,A,596,16022,2082,35211,0,49200
10498,Trigo,18,8,D,480,14281,23658,99832,0,99792
10499,Milho,18,24,A,490,5922,34244,32194,1,194832
10500,Feijão,50,18,A,718,15378,33707,88926,1,307500
10501,Soja,13,18,B,815,15707,27908,57453,0,60125
10502,Soja,8,10,A,465,14104,36691,29377,0,37000
10503,Soja,10,8,C,622,15272,18071,21682,1,46250
10504,Arroz,35,8,B,736,12529,17868,37953,0,352310
10505,Arroz,9,18,C,777,12037,31519,74183,0,90594
10506,Arroz,27,10,D,778,476,30569,25298,0,271782
10507,Feijão,42,24,B,795,7405,34687,36502,0,258300
10508,Milho,6,24,D,406,11157,33617,20390,1,64944
10509,Milho,11,12,C,806,10828,25937,8849,1,119064
10510,Trigo,28,24,A,736,38,22334,38140,1,155232
10511,Milho,36,8,B,461,6363,3577,966,0,389664
10512,Soja,37,12,B,468,7683,17187,80655,1,171125
10513,Milho,26,18,D,379,15933,47846,10260,0,281424
10514,Milho,19,10,D,656,4078,9407,14472,0,205656
10515,Trigo,38,6,C,687,4370,35903,81978,1,210672
10516,Trigo,15,8,D,667,19324,49603,59171,0,83160
10517,Milho,17,24,C,797,1810,37591,74389,1,184008
10518,Feijão,39,10,A,420,12905,32235,98596,0,239850
10519,Milho,40,8,B,694,1539,12872,74559,1,432960
10520,Soja,23,10,C,637,12236,3603,94376,1,106375
10521,Feijão,4,12,C,513,7089,39424,36569,1,24600
10522,Soja,8,8,D,709,7627,5839,85723,1,37000
10523,Feijão,32,8,A,359,17561,34640,63396,0,196800
10524,Soja,25,6,D,675,15573,31569,36409,1,115625
10525,Milho,32,8,D,668,4949,36900,50234,0,346368
10526,Soja,10,10,D,592,8300,49119,9358,0,46250
10527,Arroz,40,18,D,623,14471,13667,79114,0,402640
10528,Milho,27,12,A,509,12303,1751,64528,0,292248
10529,Feijão,22,8,A,628,14276,4622,61124,1,135300
10530,Trigo,4,6,D,508,6454,41451,99907,1,22176
10531,Trigo,33,18,B,541,12613,42102,24647,0,182952
10532,Feijão,12,24,B,365,4137,2800,99571,1,73800
10533,Feijão,40,6,C,481,5541,41686,281,0,246000
10534,Milho,6,18,D,506,19565,33237,57864,1,64944
10535,Arroz,7,24,D,583,12291,21663,37574,1,70462
10536,Soja,35,8,C,480,1566,37374,82675,0,161875
10537,Feijão,37,6,D,612,1355,13266,43101,1,227550
10538,Soja,50,6,C,822,6513,15106,86206,0,231250
10539,Milho,27,18,B,399,13377,48807,35833,1,292248
10540,Milho,15,8,A,516,8147,46447,52257,1,162360
10541,Soja,45,24,D,310,18963,25434,18553,0,208125
10542,Soja,50,10,C,463,8725,40478,35209,1,231250
10543,Milho,24,6,B,607,3646,11592,84231,0,259776
10544,Trigo,17,24,B,645,2524,20307,43500,0,94248
10545,Arroz,40,6,A,469,1018,26658,90521,0,402640
10546,Feijão,18,12,C,813,394,21377,40205,1,110700
10547,Soja,7,10,B,321,18790,18147,70183,1,32375
10548,Milho,17,18,A,718,17555,743,97296,1,184008
10549,Soja,46,8,C,487,12430,47468,90464,0,212750
10550,Trigo,15,18,D,741,9630,42225,78009,0,83160
10551,Feijão,16,8,D,546,14953,3481,93040,1,98400
10552,Soja,33,18,C,568,4728,31848,58309,0,152625
10553,Soja,48,12,C,772,13097,49684,39585,1,222000
10554,Arroz,24,8,B,587,3566,23621,48145,1,241584
10555,Milho,40,24,B,496,3331,4300,36913,1,432960
10556,Feijão,46,8,A,373,17090,47254,48546,0,282900
10557,Arroz,21,8,B,679,15728,26226,46980,1,211386
10558,Feijão,42,12,A,763,18487,23583,64728,0,258300
10559,Arroz,15,12,B,387,15351,38346,84323,0,150990
10560,Soja,35,10,D,343,2709,20914,1630,1,161875
10561,Trigo,20,8,B,831,5934,33579,25733,0,110880
10562,Soja,13,6,A,584,8183,17203,46356,1,60125
10563,Soja,26,18,C,324,3643,28193,56530,0,120250
10564,Trigo,10,8,C,829,5124,22216,23947,0,55440
10565,Trigo,12,24,A,841,17058,47491,30997,0,66528
10566,Soja,19,24,B,843,16771,28,15345,0,87875
10567,Trigo,18,10,D,674,5939,18444,89907,0,99792
10568,Feijão,40,8,A,405,6011,10348,58828,0,246000
10569,Arroz,37,6,B,320,6290,19929,8793,0,372442
10570,Feijão,42,8,C,356,14103,36944,1291,1,258300
10571,Soja,47,10,D,725,8052,33045,61086,1,217375
10572,Milho,26,6,C,300,1266,26006,18296,1,281424
10573,Soja,10,10,D,396,5352,2691,88731,1,46250
10574,Feijão,10,24,D,816,18493,46068,83800,1,61500
10575,Arroz,35,10,D,766,2582,47403,73555,1,352310
10576,Arroz,6,6,C,429,3408,14664,30516,0,60396
10577,Feijão,17,12,B,531,9371,43807,51337,1,104550
10578,Trigo,27,18,C,304,16927,30058,16273,1,149688
10579,Feijão,48,10,D,439,16272,8474,96209,1,295200
10580,Milho,35,6,C,832,15302,47216,50243,0,378840
10581,Feijão,33,12,C,666,5619,10081,37109,0,202950
10582,Milho,20,12,A,512,922,533,78249,0,216480
10583,Soja,38,12,B,538,11958,21804,19887,1,175750
10584,Arroz,45,18,C,678,11237,24778,37576,0,452970
10585,Arroz,29,10,B,582,1064,35230,10288,1,291914
10586,Arroz,37,18,D,753,5767,27101,22169,1,372442
10587,Soja,35,18,A,619,4024,38660,46449,1,161875
10588,Soja,42,8,A,330,18498,36364,29897,1,194250
10589,Soja,40,8,A,356,6177,10167,11647,0,185000
10590,Trigo,27,6,A,844,153,32012,1459,0,149688
10591,Milho,1,18,A,773,16994,44777,44499,0,10824
10592,Arroz,18,8,B,770,8515,16598,5083,1,181188
10593,Trigo,33,12,A,753,919,43191,15941,0,182952
10594,Arroz,49,24,C,820,13434,46190,31289,0,493234
10595,Trigo,21,24,A,679,9160,20679,68513,1,116424
10596,Arroz,26,8,C,400,12481,35522,24306,0,261716
10597,Feijão,1,6,A,429,11017,9371,22039,0,6150
10598,Arroz,34,6,C,850,13547,11295,54354,1,342244
10599,Soja,16,8,C,772,9728,34373,36816,0,74000
10600,Arroz,6,6,D,551,7772,11862,15161,0,60396
10601,Trigo,10,24,D,694,18354,23319,82313,0,55440
10602,Milho,38,18,C,845,17626,43736,83638,1,411312
10603,Soja,40,18,A,773,18302,873,15311,0,185000
10604,Trigo,43,12,D,566,5012,30632,567,1,238392
10605,Trigo,40,12,C,654,19025,25043,26844,0,221760
10606,Trigo,31,6,B,526,3375,9481,27240,0,171864
10607,Trigo,48,6,D,527,9086,15766,91724,1,266112
10608,Milho,11,8,A,541,202,19688,23578,1,119064
10609,Milho,47,18,B,619,19862,26986,44694,0,508728
10610,Feijão,29,18,A,662,12898,44699,85672,0,178350
10611,Trigo,37,6,B,737,14329,18388,32116,1,205128
10612,Trigo,38,18,C,308,27,5761,15013,1,210672
10613,Arroz,22,12,A,708,4673,12142,42905,1,221452
10614,Milho,2,6,B,644,2695,34359,91087,1,21648
10615,Soja,13,12,A,527,1582,17121,20789,1,60125
10616,Milho,32,10,B,749,15752,1280,31117,0,346368
10617,Milho,25,10,C,395,7650,18096,87152,1,270600
10618,Trigo,10,6,D,441,5880,49539,97288,0,55440
10619,Arroz,26,24,D,508,3521,11274,92969,1,261716
10620,Soja,16,6,B,697,5012,46213,70713,0,74000
10621,Arroz,41,8,B,415,717,13429,99163,1,412706
10622,Trigo,43,6,B,460,12524,26093,36833,1,238392
10623,Arroz,24,12,A,386,9056,26507,18762,0,241584
10624,Feijão,44,6,B,630,10260,48293,39978,1,270600
10625,Feijão,28,8,A,444,777,25979,75927,0,172200
10626,Trigo,47,24,D,303,15029,22020,9122,0,260568
10627,Soja,2,18,B,368,763,15732,50710,0,9250
10628,Soja,45,18,C,711,17427,44847,4323,1,208125
10629,Arroz,12,6,A,683,15698,45991,94835,1,120792
10630,Soja,25,8,B,828,6103,6585,60485,0,115625
10631,Soja,48,6,D,382,4080,20898,29478,0,222000
10632,Arroz,28,10,C,798,1575,28716,95521,1,281848
10633,Feijão,21,10,D,310,15985,16531,42857,0,129150
10634,Milho,19,12,A,576,2232,18246,45677,0,205656
10635,Milho,42,18,D,355,2462,35583,25906,0,454608
10636,Arroz,8,8,D,795,7482,20776,51960,1,80528
10637,Arroz,43,10,D,404,19152,7147,89366,0,432838
10638,Feijão,17,12,B,661,16165,30917,93758,1,104550
10639,Soja,13,12,B,707,18314,18231,43661,1,60125
10640,Soja,36,6,A,656,6688,35467,25932,1,166500
10641,Milho,28,10,A,412,14738,31370,13073,1,303072
10642,Soja,2,12,D,768,13787,24736,77043,0,9250
10643,Milho,41,18,A,651,4296,39474,90950,0,443784
10644,Trigo,3,10,D,372,16868,38305,79035,1,16632
10645,Soja,16,10,B,534,12194,16149,47570,1,74000
10646,Arroz,46,8,B,408,15313,3377,60314,1,463036
10647,Milho,21,12,B,405,17888,17941,41060,0,227304
10648,Feijão,46,24,A,770,4228,28763,19389,1,282900
10649,Trigo,43,8,C,777,7522,15540,89365,0,238392
10650,Arroz,1,10,B,707,12724,820,88563,0,10066
10651,Arroz,46,6,A,363,6213,15097,47320,0,463036
10652,Feijão,28,12,A,525,5959,5189,5285,1,172200
10653,Milho,17,18,D,600,3661,44762,17023,1,184008
10654,Soja,22,10,B,458,8288,2514,31721,1,101750
10655,Feijão,24,18,B,505,8317,48863,37701,0,147600
10656,Soja,42,24,D,806,9970,27863,53756,0,194250
10657,Feijão,2,18,C,559,8643,35598,60420,0,12300
10658,Feijão,40,18,B,532,2824,21654,43781,0,246000
10659,Milho,40,24,C,641,17122,5646,12890,0,432960
10660,Milho,25,24,D,489,5774,28476,20550,1,270600
10661,Arroz,30,6,D,686,16685,15569,16142,1,301980
10662,Milho,49,12,D,659,137,28839,34090,0,530376
10663,Soja,7,18,B,682,9252,2050,13623,0,32375
10664,Arroz,48,24,B,777,17415,32773,55466,1,483168
10665,Trigo,37,8,D,797,7634,15393,53177,1,205128
10666,Feijão,11,6,A,458,14432,36436,95356,1,67650
10667,Trigo,21,18,B,575,351,10199,24574,0,116424
10668,Soja,49,10,C,761,3570,34943,51874,1,226625
10669,Trigo,38,12,A,696,12466,15803,2979,0,210672
10670,Feijão,47,18,C,721,5500,6316,14276,0,289050
10671,Trigo,18,6,D,600,16752,42762,32031,1,99792
10672,Soja,30,10,B,737,13014,42709,86619,0,138750
10673,Arroz,40,18,B,830,3738,20061,97904,0,402640
10674,Milho,10,10,A,507,485,21704,23361,0,108240
10675,Milho,34,8,B,469,16841,42460,53774,1,368016
10676,Trigo,38,18,A,667,6119,13101,72119,1,210672
10677,Milho,50,10,B,569,16071,31171,84862,1,541200
10678,Feijão,34,12,B,729,15823,10454,98545,0,209100
10679,Soja,49,10,C,828,16335,2071,28975,0,226625
10680,Feijão,20,12,C,413,4826,25557,3087,0,123000
10681,Trigo,39,24,B,698,15626,37592,89392,0,216216
10682,Arroz,44,10,D,690,18669,25086,26408,0,442904
10683,Soja,21,8,C,642,18364,47892,97457,0,97125
10684,Feijão,46,12,B,408,4571,13115,28540,1,282900
10685,Arroz,6,18,D,730,12221,14168,89548,1,60396
10686,Feijão,18,18,B,570,9565,42139,13345,1,110700
10687,Arroz,1,24,D,415,9882,42140,54037,0,10066
10688,Trigo,16,6,A,789,15046,12943,13804,1,88704
10689,Milho,31,6,D,676,2018,42938,68986,0,335544
10690,Arroz,49,8,B,582,8830,47049,81497,0,493234
10691,Trigo,24,12,A,676,15322,22981,32788,0,133056
10692,Soja,38,24,D,653,8996,10826,78401,1,175750
10693,Arroz,50,6,A,551,16466,27941,39870,0,503300
10694,Arroz,48,10,A,410,5824,28886,77496,0,483168
10695,Trigo,22,24,B,701,14582,22820,6751,0,121968
10696,Milho,46,12,B,543,3912,10496,12678,1,497904
10697,Soja,29,12,D,431,16346,25332,14753,1,134125
10698,Trigo,25,24,B,609,18896,49191,10614,1,138600
10699,Milho,39,6,B,771,17440,17583,5309,0,422136
10700,Trigo,41,18,A,512,19506,9924,95015,1,227304
